"hour","avg_rtt"
"2025-01-19 23:00:00+00","194.3333333333333333"
"2025-01-20 00:00:00+00","163.8240728904342490"
"2025-01-20 01:00:00+00","168.5499473135744683"
"2025-01-20 02:00:00+00","167.0457718699805323"
"2025-01-20 03:00:00+00","167.5855169857064677"
"2025-01-20 04:00:00+00","169.0460905403594552"
"2025-01-20 05:00:00+00","165.5365033146819122"
"2025-01-20 06:00:00+00","168.7333961874394191"
"2025-01-20 07:00:00+00","170.8419856697405958"
"2025-01-20 08:00:00+00","160.5687715249501527"
"2025-01-20 09:00:00+00","170.8041208278948350"
"2025-01-20 10:00:00+00","2.6666666666666667"
"2025-01-20 11:00:00+00","176.5670895701029331"
"2025-01-20 12:00:00+00","177.2503756855886808"
"2025-01-20 13:00:00+00","179.7142110487526792"
"2025-01-20 14:00:00+00","181.7266569519337892"
"2025-01-20 15:00:00+00","181.9954538642154169"
"2025-01-20 16:00:00+00","187.8008228216082307"
"2025-01-20 17:00:00+00","157.0890723144991659"
"2025-01-20 18:00:00+00","155.1937830223034314"
"2025-01-20 19:00:00+00","160.6520489860706425"
"2025-01-20 20:00:00+00","164.4961624037647429"
"2025-01-20 21:00:00+00","177.7301604771338428"
"2025-01-20 22:00:00+00","180.3277129920211226"
"2025-01-20 23:00:00+00","189.3082916829186434"
"2025-01-21 00:00:00+00","233.2172550909748162"
"2025-01-21 08:00:00+00","164.5229259250165730"
"2025-01-21 09:00:00+00","165.4475892892457382"
"2025-01-21 10:00:00+00","170.2522788872672835"
"2025-01-21 11:00:00+00","158.5927376547345420"
"2025-01-21 12:00:00+00","160.6858337287287929"
"2025-01-21 13:00:00+00","163.7362575243369674"
"2025-01-21 14:00:00+00","168.3267146579516848"
"2025-01-21 15:00:00+00","162.8861665207505338"
"2025-01-21 16:00:00+00","162.8510951226298843"
"2025-01-21 17:00:00+00","160.0144588928484334"
"2025-01-21 18:00:00+00","166.5703581700496588"
"2025-01-21 19:00:00+00","164.2705628061602077"
"2025-01-21 20:00:00+00","159.4096325968865070"
"2025-01-21 21:00:00+00","158.9820066268276805"
"2025-01-21 22:00:00+00","157.8714492693052479"
"2025-01-21 23:00:00+00","159.8589836892513500"
"2025-01-22 00:00:00+00","168.9475696498013744"
"2025-01-22 01:00:00+00","160.7892136928348733"
"2025-01-22 02:00:00+00","157.9651926579222002"
"2025-01-22 03:00:00+00","161.8149120019971178"
"2025-01-22 04:00:00+00","149.2169136890151724"
"2025-01-22 05:00:00+00","156.1695699977120777"
"2025-01-22 06:00:00+00","158.6147987859712230"
"2025-01-22 07:00:00+00","168.2042945083315405"
"2025-01-22 08:00:00+00","164.3255791532808579"
"2025-01-22 09:00:00+00","165.0191354050975870"
"2025-01-22 10:00:00+00","158.6746701876870070"
"2025-01-22 11:00:00+00","154.3736968707854037"
"2025-01-22 12:00:00+00","154.9702703650164867"
"2025-01-22 13:00:00+00","154.8882567568124071"
"2025-01-22 14:00:00+00","154.3603613499655083"
"2025-01-22 15:00:00+00","157.1092358731006662"
"2025-01-22 16:00:00+00","162.0711352991814640"
"2025-01-22 17:00:00+00","161.8811847892459225"
"2025-01-22 18:00:00+00","162.7649096897189754"
"2025-01-22 19:00:00+00","161.0348500592817279"
"2025-01-22 20:00:00+00","168.8545396746102930"
"2025-01-22 21:00:00+00","156.6146134148542550"
"2025-01-22 22:00:00+00","159.4039919304730403"
"2025-01-22 23:00:00+00","160.7004117108874657"
"2025-01-23 00:00:00+00","163.0232378234461192"
"2025-01-23 01:00:00+00","158.1556681650533496"
"2025-01-23 02:00:00+00","167.8957242568856938"
"2025-01-23 03:00:00+00","166.7614044880173088"
"2025-01-23 04:00:00+00","167.7470982558500403"
"2025-01-23 05:00:00+00","162.9844585871962577"
"2025-01-23 06:00:00+00","161.1518754213356252"
"2025-01-23 07:00:00+00","154.2268841250467601"
"2025-01-23 08:00:00+00","162.0990399663637850"
"2025-01-23 09:00:00+00","171.1207656638391315"
"2025-01-23 10:00:00+00","164.5155862401761322"
"2025-01-23 11:00:00+00","160.1776477525286887"
"2025-01-23 12:00:00+00","159.0718704653027328"
"2025-01-23 13:00:00+00","159.8088427776909160"
"2025-01-23 14:00:00+00","159.3987393352577538"
"2025-01-23 15:00:00+00","159.0287291866282227"
"2025-01-23 16:00:00+00","160.9114341103333861"
"2025-01-23 17:00:00+00","161.7739194709000160"
"2025-01-23 18:00:00+00","166.5543739032956382"
"2025-01-23 19:00:00+00","170.7925642684863816"
"2025-01-23 20:00:00+00","162.3917441790768258"
"2025-01-23 21:00:00+00","160.9823536801409039"
"2025-01-23 22:00:00+00","153.4840438064246097"
"2025-01-23 23:00:00+00","163.5795304710523689"
"2025-01-24 00:00:00+00","172.1952152638189133"
"2025-01-24 01:00:00+00","169.1555854053990082"
"2025-01-24 02:00:00+00","173.3604001250390747"
"2025-01-24 03:00:00+00","164.0798036840878819"
"2025-01-24 04:00:00+00","159.2049580405501623"
"2025-01-24 05:00:00+00","159.4865592504267193"
"2025-01-24 06:00:00+00","158.2651624867324463"
"2025-01-24 07:00:00+00","157.9535443451337067"
"2025-01-24 08:00:00+00","154.9018942226210059"
"2025-01-24 09:00:00+00","158.8129575422295029"
"2025-01-24 10:00:00+00","164.9908735044528244"
"2025-01-24 11:00:00+00","159.9652966930976737"
"2025-01-24 12:00:00+00","158.6657030515851427"
"2025-01-24 13:00:00+00","149.4413069775821687"
"2025-01-24 14:00:00+00","146.6431157124633567"
"2025-01-24 15:00:00+00","148.3880532409912347"
"2025-01-24 16:00:00+00","142.7118898973471137"
"2025-01-24 17:00:00+00","148.5114080074596422"
"2025-01-24 18:00:00+00","154.1083667669675694"
"2025-01-24 19:00:00+00","151.8231696786208475"
"2025-01-24 20:00:00+00","151.0962448606669712"
"2025-01-24 21:00:00+00","150.9909525889655313"
"2025-01-24 22:00:00+00","146.5887053539391535"
"2025-01-24 23:00:00+00","148.5787782822376936"
"2025-01-25 00:00:00+00","151.7457642633815509"
"2025-01-25 01:00:00+00","152.8382138116501147"
"2025-01-25 02:00:00+00","128.1197677468147525"
"2025-01-25 03:00:00+00","124.2352340071590892"
"2025-01-25 04:00:00+00","124.1583339012631747"
"2025-01-25 05:00:00+00","124.8302725591972518"
"2025-01-25 06:00:00+00","124.3411192344111300"
"2025-01-25 07:00:00+00","124.7098312909423985"
"2025-01-25 08:00:00+00","126.3937181923991041"
"2025-01-25 09:00:00+00","124.0289368010678527"
"2025-01-25 10:00:00+00","123.4434941508268945"
"2025-01-25 11:00:00+00","113.3873679282738677"
"2025-01-25 12:00:00+00","111.5467654393428194"
"2025-01-25 13:00:00+00","120.0925924409543384"
"2025-01-25 14:00:00+00","123.8082061297197485"
"2025-01-25 15:00:00+00","147.4911002297961901"
"2025-01-25 16:00:00+00","151.3016297713030032"
"2025-01-25 17:00:00+00","151.3957200900734436"
"2025-01-25 18:00:00+00","153.5758389060163523"
"2025-01-25 19:00:00+00","151.1555854265307760"
"2025-01-25 20:00:00+00","152.0933368269138791"
"2025-01-25 21:00:00+00","151.2970870552488657"
"2025-01-25 22:00:00+00","151.5139478243912744"
"2025-01-25 23:00:00+00","149.0758840309112598"
"2025-01-26 00:00:00+00","148.8058566884814574"
"2025-01-26 01:00:00+00","151.6865972942300313"
"2025-01-26 02:00:00+00","151.4448950662664549"
"2025-01-26 03:00:00+00","153.2440167370819032"
"2025-01-26 04:00:00+00","152.7157345660301101"
"2025-01-26 05:00:00+00","152.3391207387575177"
"2025-01-26 06:00:00+00","150.0953297650516361"
"2025-01-26 07:00:00+00","151.0055964864594212"
"2025-01-26 08:00:00+00","154.8637094174023692"
"2025-01-26 09:00:00+00","151.9570060119240652"
"2025-01-26 10:00:00+00","151.4413584071605455"
"2025-01-26 11:00:00+00","151.1590068856686175"
"2025-01-26 12:00:00+00","151.9880009276739443"
"2025-01-26 13:00:00+00","151.4106995698949008"
"2025-01-26 14:00:00+00","145.1030583329468177"
"2025-01-26 15:00:00+00","149.4178358586180385"
"2025-01-26 16:00:00+00","151.7546003477133795"
"2025-01-26 17:00:00+00","148.6611762008005337"
"2025-01-26 18:00:00+00","151.9006800690640086"
"2025-01-26 19:00:00+00","152.1195015242063938"
"2025-01-26 20:00:00+00","151.4972969353090869"
"2025-01-26 21:00:00+00","151.5727764473125618"
"2025-01-26 22:00:00+00","151.6203957029607648"
"2025-01-26 23:00:00+00","151.5768478225570747"
"2025-01-27 00:00:00+00","151.4935211920112650"
"2025-01-27 01:00:00+00","151.5543120540865580"
"2025-01-27 02:00:00+00","153.7607527288038608"
"2025-01-27 03:00:00+00","152.0909790244590235"
"2025-01-27 04:00:00+00","152.0123771579266026"
"2025-01-27 05:00:00+00","151.9808027197013988"
"2025-01-27 06:00:00+00","153.6716309496461116"
"2025-01-27 07:00:00+00","154.4245341456482608"
"2025-01-27 08:00:00+00","153.3103849407783418"
"2025-01-27 09:00:00+00","146.2507675951332704"
"2025-01-27 10:00:00+00","147.1325448030203756"
"2025-01-27 11:00:00+00","150.7831214203419894"
"2025-01-27 12:00:00+00","154.4807354736382510"
"2025-01-27 13:00:00+00","153.3199880160534950"
"2025-01-27 14:00:00+00","151.5753142666704599"
"2025-01-27 15:00:00+00","151.3729795242213479"
"2025-01-27 16:00:00+00","152.0252937755942804"
"2025-01-27 17:00:00+00","149.4675406388800351"
"2025-01-27 18:00:00+00","153.7998581923383230"
"2025-01-27 19:00:00+00","151.6279166521495867"
"2025-01-27 20:00:00+00","148.6244552548900375"
"2025-01-27 21:00:00+00","146.8332616442605728"
"2025-01-27 22:00:00+00","142.8758821612917992"
"2025-01-27 23:00:00+00","153.1846580427012947"
"2025-01-28 00:00:00+00","153.8539803935902316"
"2025-01-28 01:00:00+00","152.1198779506972896"
"2025-01-28 02:00:00+00","150.3882706788301965"
"2025-01-28 03:00:00+00","145.6895248909438463"
"2025-01-28 04:00:00+00","139.9153991309632053"
"2025-01-28 05:00:00+00","149.9794864240937322"
"2025-01-28 06:00:00+00","151.0335409020303243"
"2025-01-28 07:00:00+00","150.2411067670260836"
"2025-01-28 08:00:00+00","152.2977064230970931"
"2025-01-28 09:00:00+00","152.0346103918885731"
"2025-01-28 10:00:00+00","152.6599959340823473"
"2025-01-28 11:00:00+00","151.5207195520839821"
"2025-01-28 12:00:00+00","158.6161992926981485"
"2025-01-28 13:00:00+00","152.4677981472293841"
"2025-01-28 14:00:00+00","148.2565176223040505"
"2025-01-28 15:00:00+00","149.6386434543866217"
"2025-01-28 16:00:00+00","150.4823510951075287"
"2025-01-28 17:00:00+00","157.8279809909304601"
"2025-01-28 18:00:00+00","152.9627422907718502"
"2025-01-28 19:00:00+00","152.2329466838149690"
"2025-01-28 20:00:00+00","152.2125086610963929"
"2025-01-28 21:00:00+00","152.1563138246864877"
"2025-01-28 22:00:00+00","151.5503119597083365"
"2025-01-28 23:00:00+00","152.2259428673567215"
"2025-01-29 00:00:00+00","153.3446589737498241"
"2025-01-29 01:00:00+00","152.5147752637441563"
"2025-01-29 02:00:00+00","148.7084928070378914"
"2025-01-29 03:00:00+00","152.5716339826804660"
"2025-01-29 04:00:00+00","151.0777113042605762"
"2025-01-29 05:00:00+00","152.7361161947226566"
"2025-01-29 06:00:00+00","152.6199662296918304"
"2025-01-29 07:00:00+00","152.6744295010116758"
"2025-01-29 08:00:00+00","152.1740873981373096"
"2025-01-29 09:00:00+00","151.1221473592697240"
"2025-01-29 10:00:00+00","152.8786400191429374"
"2025-01-29 11:00:00+00","152.3870164734594265"
"2025-01-29 12:00:00+00","152.2286738541502920"
"2025-01-29 13:00:00+00","152.3156108551280435"
"2025-01-29 14:00:00+00","152.6762051369884473"
"2025-01-29 15:00:00+00","154.4901988469794835"
"2025-01-29 16:00:00+00","156.0577073981838230"
"2025-01-29 17:00:00+00","155.3677409278400668"
"2025-01-29 18:00:00+00","157.3612993286462212"
"2025-01-29 19:00:00+00","157.0641630645992783"
"2025-01-29 20:00:00+00","156.7689951427279490"
"2025-01-29 21:00:00+00","157.5867046566313658"
"2025-01-29 22:00:00+00","158.1302592837443101"
"2025-01-29 23:00:00+00","153.9635712848873038"
"2025-01-30 00:00:00+00","154.3948539848786721"
"2025-01-30 01:00:00+00","149.8145060705094807"
"2025-01-30 02:00:00+00","161.0651805086844508"
"2025-01-30 03:00:00+00","159.0752447895883852"
"2025-01-30 04:00:00+00","157.2316897177324349"
"2025-01-30 05:00:00+00","153.1637301166489926"
"2025-01-30 06:00:00+00","157.9203057357317605"
"2025-01-30 07:00:00+00","155.7086299627965434"
"2025-01-30 08:00:00+00","151.2802985434616570"
"2025-01-30 09:00:00+00","154.6539843118246802"
"2025-01-30 10:00:00+00","153.5413068069595820"
"2025-01-30 11:00:00+00","155.6729317233020604"
"2025-01-30 12:00:00+00","155.8955618677654403"
"2025-01-30 13:00:00+00","155.9201984942434875"
"2025-01-30 14:00:00+00","158.1252157828347025"
"2025-01-30 15:00:00+00","161.4944574241938072"
"2025-01-30 16:00:00+00","157.2213053730180499"
"2025-01-30 17:00:00+00","155.6229830704660725"
"2025-01-30 18:00:00+00","155.4306828795009204"
"2025-01-30 19:00:00+00","156.2600184448111834"
"2025-01-30 20:00:00+00","154.6247953703044671"
"2025-01-30 21:00:00+00","154.1262259467671778"
"2025-01-30 22:00:00+00","153.6669414356109635"
"2025-01-30 23:00:00+00","149.4525525153945993"
"2025-01-31 00:00:00+00","143.1867801317037628"
"2025-01-31 01:00:00+00","150.5931457917848750"
"2025-01-31 02:00:00+00","156.1211161727624909"
"2025-01-31 03:00:00+00","153.1189015299356850"
"2025-01-31 04:00:00+00","148.0639450902312144"
"2025-01-31 05:00:00+00","153.0269190425118154"
"2025-01-31 06:00:00+00","154.2541086352536489"
"2025-01-31 07:00:00+00","152.6324495033473312"
"2025-01-31 08:00:00+00","157.1358349780965677"
"2025-01-31 09:00:00+00","156.2789643119272722"
"2025-01-31 10:00:00+00","154.1586878240653594"
"2025-01-31 11:00:00+00","153.5634665931260692"
"2025-01-31 12:00:00+00","153.6513958168180987"
"2025-01-31 13:00:00+00","149.8023412126860403"
"2025-01-31 14:00:00+00","146.3623625014107985"
"2025-01-31 15:00:00+00","148.3013248653142583"
"2025-01-31 16:00:00+00","154.2225084828138641"
"2025-01-31 17:00:00+00","158.8026456336118563"
"2025-01-31 18:00:00+00","159.2121559577310822"
"2025-01-31 19:00:00+00","157.2969217421481867"
"2025-01-31 20:00:00+00","149.6480086194828310"
"2025-01-31 21:00:00+00","154.0316206192639244"
"2025-01-31 22:00:00+00","148.9458460510678056"
"2025-01-31 23:00:00+00","155.4249010008274558"
"2025-02-01 00:00:00+00","160.6405796390139756"
"2025-02-01 01:00:00+00","158.1746780726221760"
"2025-02-01 02:00:00+00","155.9971824418837008"
"2025-02-01 03:00:00+00","155.8103725868599004"
"2025-02-01 04:00:00+00","147.4825699476713112"
"2025-02-01 05:00:00+00","151.3499062751048826"
"2025-02-01 06:00:00+00","154.0232555448855156"
"2025-02-01 07:00:00+00","154.0362523842146508"
"2025-02-01 08:00:00+00","154.5677591550245397"
"2025-02-01 09:00:00+00","157.2540388939682226"
"2025-02-01 10:00:00+00","155.8107862413056806"
"2025-02-01 11:00:00+00","147.3504810228948160"
"2025-02-01 12:00:00+00","153.0209093900521051"
"2025-02-01 13:00:00+00","155.9547557074935929"
"2025-02-01 14:00:00+00","161.0886359385715176"
"2025-02-01 15:00:00+00","156.2249417249417249"
"2025-02-01 16:00:00+00","157.5176087355067765"
"2025-02-01 17:00:00+00","158.8597936603231321"
"2025-02-01 18:00:00+00","156.1863270421740085"
"2025-02-01 19:00:00+00","152.5669778777381633"
"2025-02-01 20:00:00+00","146.1151266926438613"
"2025-02-01 21:00:00+00","156.1805760382756910"
"2025-02-01 22:00:00+00","158.0457103384757080"
"2025-02-01 23:00:00+00","155.7051641834225372"
"2025-02-02 00:00:00+00","154.9958361932297899"
"2025-02-02 01:00:00+00","154.4690973138505158"
"2025-02-02 02:00:00+00","160.1728008744849788"
"2025-02-02 03:00:00+00","159.4840342509622978"
"2025-02-02 04:00:00+00","163.4515625304991119"
"2025-02-02 05:00:00+00","162.3298538113999726"
"2025-02-02 06:00:00+00","161.6886091237033548"
"2025-02-02 07:00:00+00","160.2314361297376294"
"2025-02-02 08:00:00+00","158.3576187881093642"
"2025-02-02 09:00:00+00","154.4571006839256284"
"2025-02-02 10:00:00+00","156.3247030735895996"
"2025-02-02 11:00:00+00","148.5345815258369973"
"2025-02-02 12:00:00+00","151.7941537603866470"
"2025-02-02 13:00:00+00","147.2205510445331576"
"2025-02-02 14:00:00+00","146.1378683604383332"
"2025-02-02 15:00:00+00","153.9324289424571559"
"2025-02-02 16:00:00+00","147.8262429672738066"
"2025-02-02 17:00:00+00","152.1568693088907138"
"2025-02-02 18:00:00+00","146.3253667428604496"
"2025-02-02 19:00:00+00","156.0297695625027226"
"2025-02-02 20:00:00+00","154.1860362558726164"
"2025-02-02 21:00:00+00","150.2631356538927635"
"2025-02-02 22:00:00+00","153.9842323257410843"
"2025-02-02 23:00:00+00","155.6293455955004940"
"2025-02-03 00:00:00+00","152.1589516970830131"
"2025-02-03 01:00:00+00","150.8082839284128253"
"2025-02-03 02:00:00+00","153.4497267739290762"
"2025-02-03 03:00:00+00","151.7270559341497557"
"2025-02-03 04:00:00+00","157.2435826092705745"
"2025-02-03 05:00:00+00","154.1021831498092455"
"2025-02-03 06:00:00+00","154.8386599137051260"
"2025-02-03 07:00:00+00","154.7084942171617399"
"2025-02-03 08:00:00+00","154.8134953662678658"
"2025-02-03 09:00:00+00","154.9893129976570285"
"2025-02-03 10:00:00+00","154.7823246757325461"
"2025-02-03 11:00:00+00","156.7978325682646349"
"2025-02-03 12:00:00+00","154.5357566542071913"
"2025-02-03 13:00:00+00","154.4029563371034508"
"2025-02-03 14:00:00+00","154.9457261422012041"
"2025-02-03 15:00:00+00","152.9943359615200667"
"2025-02-03 16:00:00+00","151.4672214569398488"
"2025-02-03 17:00:00+00","153.1392870344700120"
"2025-02-03 18:00:00+00","158.8907108717510778"
"2025-02-03 19:00:00+00","158.8943574884459850"
"2025-02-03 20:00:00+00","159.7906788530959337"
"2025-02-03 21:00:00+00","159.3861156918497559"
"2025-02-03 22:00:00+00","154.1284942999152897"
"2025-02-03 23:00:00+00","162.6841880598619495"
"2025-02-04 00:00:00+00","156.2677898310442817"
"2025-02-04 01:00:00+00","159.4042196580476712"
"2025-02-04 02:00:00+00","159.5621592148309706"
"2025-02-04 03:00:00+00","158.7363206032392733"
"2025-02-04 04:00:00+00","159.2050911770857194"
"2025-02-04 05:00:00+00","153.6767427745819973"
"2025-02-04 06:00:00+00","152.0059247646689123"
"2025-02-04 07:00:00+00","156.8048407199431765"
"2025-02-04 08:00:00+00","157.1181007876917408"
"2025-02-04 09:00:00+00","156.4369483315392896"
"2025-02-04 10:00:00+00","156.5131280279921048"
"2025-02-04 11:00:00+00","157.1352738510845304"
"2025-02-04 12:00:00+00","161.8737414842949298"
"2025-02-04 13:00:00+00","162.4376347168689411"
"2025-02-04 14:00:00+00","159.2718154664792550"
"2025-02-04 15:00:00+00","158.5134571173361058"
"2025-02-04 16:00:00+00","156.4782488194629579"
"2025-02-04 17:00:00+00","158.2966690383227782"
"2025-02-04 18:00:00+00","157.8165383270447326"
"2025-02-04 19:00:00+00","160.0228657854935227"
"2025-02-04 20:00:00+00","159.3087178217438738"
"2025-02-04 21:00:00+00","157.7811554752633571"
"2025-02-04 22:00:00+00","160.1569212489623365"
"2025-02-04 23:00:00+00","153.5136958578637511"
"2025-02-05 00:00:00+00","153.9635369924973974"
"2025-02-05 01:00:00+00","158.2899380667550473"
"2025-02-05 02:00:00+00","159.5292469222732022"
"2025-02-05 03:00:00+00","156.3678260893424024"
"2025-02-05 04:00:00+00","154.0911229389213533"
"2025-02-05 05:00:00+00","155.8608274536121742"
"2025-02-05 06:00:00+00","154.3560575784579716"
"2025-02-05 07:00:00+00","153.8081817781496323"
"2025-02-05 08:00:00+00","153.1593931852375448"
"2025-02-05 09:00:00+00","153.5898502923004325"
"2025-02-05 10:00:00+00","149.9783041942204910"
"2025-02-05 11:00:00+00","142.1439404348118417"
"2025-02-05 12:00:00+00","150.9289570046317627"
"2025-02-05 13:00:00+00","157.1522703419111169"
"2025-02-05 14:00:00+00","155.0579003761541092"
"2025-02-05 15:00:00+00","156.1579332759817343"
"2025-02-05 16:00:00+00","156.9239900746718612"
"2025-02-05 17:00:00+00","157.1732084136787488"
"2025-02-05 18:00:00+00","159.3918716781770154"
"2025-02-05 19:00:00+00","157.9117006482027107"
"2025-02-05 20:00:00+00","156.0706675578802873"
"2025-02-05 21:00:00+00","154.7825310316413519"
"2025-02-05 22:00:00+00","152.9157316627714905"
"2025-02-05 23:00:00+00","154.6251600571566426"
"2025-02-06 00:00:00+00","152.5597778572017705"
"2025-02-06 01:00:00+00","154.9094416310126088"
"2025-02-06 02:00:00+00","155.4246671962470094"
"2025-02-06 03:00:00+00","156.1172670560709889"
"2025-02-06 04:00:00+00","154.1772823307276739"
"2025-02-06 05:00:00+00","155.7939663661588915"
"2025-02-06 06:00:00+00","155.8983375959079284"
"2025-02-06 07:00:00+00","157.2098037458976197"
"2025-02-06 08:00:00+00","154.2197240674501788"
"2025-02-06 09:00:00+00","153.4236883750547434"
"2025-02-06 10:00:00+00","156.8025030665793575"
"2025-02-06 11:00:00+00","152.5723230775029210"
"2025-02-06 12:00:00+00","155.8777585761674910"
"2025-02-06 13:00:00+00","149.6363165878892479"
"2025-02-06 14:00:00+00","151.6528701668152389"
"2025-02-06 15:00:00+00","148.8677172066478444"
"2025-02-06 16:00:00+00","152.7754853878046314"
"2025-02-06 17:00:00+00","156.2714861033772871"
"2025-02-06 18:00:00+00","158.0366814988819371"
"2025-02-06 19:00:00+00","157.1102005156630403"
"2025-02-06 20:00:00+00","156.4113179224783208"
"2025-02-06 21:00:00+00","155.7303168723621581"
"2025-02-06 22:00:00+00","155.6274633418449495"
"2025-02-06 23:00:00+00","156.0761554911066650"
"2025-02-07 00:00:00+00","158.9041607900215192"
"2025-02-07 01:00:00+00","158.7863040189172670"
"2025-02-07 02:00:00+00","160.3694432263096117"
"2025-02-07 03:00:00+00","159.8112943533396671"
"2025-02-07 04:00:00+00","161.4106876433670004"
"2025-02-07 05:00:00+00","159.6567431443580931"
"2025-02-07 06:00:00+00","160.2964111664301493"
"2025-02-07 07:00:00+00","160.5826741511964631"
"2025-02-07 08:00:00+00","160.2787206745406131"
"2025-02-07 09:00:00+00","162.6732203332093757"
"2025-02-07 10:00:00+00","162.6114855074522550"
"2025-02-07 11:00:00+00","157.5770575934961356"
"2025-02-07 12:00:00+00","157.5356894361423717"
"2025-02-07 13:00:00+00","162.0087487543924057"
"2025-02-07 14:00:00+00","162.8436340723374423"
"2025-02-07 15:00:00+00","162.6055831166914528"
"2025-02-07 16:00:00+00","158.4318672586500770"
"2025-02-07 17:00:00+00","158.5465162703778136"
"2025-02-07 18:00:00+00","162.8661393448413913"
"2025-02-07 19:00:00+00","166.3990765941499198"
"2025-02-07 20:00:00+00","166.3627628103378413"
"2025-02-07 21:00:00+00","163.4011250565844066"
"2025-02-07 22:00:00+00","162.7860910707201317"
"2025-02-07 23:00:00+00","161.9681534312099002"
